dx_id,dx_name,mx_id,mx_name,associations
188,GASTRIC LYMPHOMA,167,ABDOMEN XRAY SMALL INTESTINE SENTINEL LOOP,"188,167"
188,GASTRIC LYMPHOMA,183,ACTIVATED PARTIAL THROMBOPLASTIN TIME INCREASED,"188,183"
188,GASTRIC LYMPHOMA,188,AFFECT APPREHENSIVE,"188,188"
188,GASTRIC LYMPHOMA,190,AFFECT DEPRESSED,"188,190"
188,GASTRIC LYMPHOMA,198,AGE 16 TO 25,"188,198"
188,GASTRIC LYMPHOMA,199,AGE 26 TO 55,"188,199"
188,GASTRIC LYMPHOMA,200,AGE GTR THAN 55,"188,200"
188,GASTRIC LYMPHOMA,205,ALBUMIN SERUM LESS THAN 3 GRAM <S> PER DL,"188,205"
188,GASTRIC LYMPHOMA,207,ALCOHOL INGESTION HEAVY RECENT HX,"188,207"
188,GASTRIC LYMPHOMA,208,ALCOHOLISM CHRONIC HX,"188,208"
188,GASTRIC LYMPHOMA,216,ALKALINE PHOSPHATASE SERUM GTR THAN 2 TIMES NORMAL,"188,216"
188,GASTRIC LYMPHOMA,217,ALKALINE PHOSPHATASE SERUM INCREASED NOT OVER 2 TIMES NORMAL,"188,217"
188,GASTRIC LYMPHOMA,235,AMYLASE SERUM GTR THAN 2 TIMES NORMAL,"188,235"
188,GASTRIC LYMPHOMA,236,AMYLASE SERUM INCREASED AFTER SECRETIN,"188,236"
188,GASTRIC LYMPHOMA,237,AMYLASE URINE INCREASED,"188,237"
188,GASTRIC LYMPHOMA,248,ANOREXIA,"188,248"
188,GASTRIC LYMPHOMA,4498,ANTIBODY ANISAKIS POSITIVE BY MONOCLONAL ANTIBODY,"1,884,498"
188,GASTRIC LYMPHOMA,391,ASPIRIN ADMINISTRATION IN LARGE AMOUNT RECENT HX,"188,391"
188,GASTRIC LYMPHOMA,423,BICARBONATE SERUM GTR THAN 30,"188,423"
188,GASTRIC LYMPHOMA,428,BILIRUBIN SERUM CONJUGATED INCREASED,"188,428"
188,GASTRIC LYMPHOMA,430,BILIRUBIN URINE PRESENT,"188,430"
188,GASTRIC LYMPHOMA,494,BONE <S> RADIOISOTOPE SCAN INCREASED UPTAKE LOCALIZED,"188,494"
188,GASTRIC LYMPHOMA,519,BONE MARROW BIOPSY FAT NECROSIS,"188,519"
188,GASTRIC LYMPHOMA,574,BONE XRAY LONG BONE <S> CORTICAL EROSION <S>,"188,574"
188,GASTRIC LYMPHOMA,576,BONE XRAY OSTEOLYTIC LESION <S>,"188,576"
188,GASTRIC LYMPHOMA,587,BOWEL SOUND <S> DECREASED,"188,587"
188,GASTRIC LYMPHOMA,658,BREATH SOUND <S> DECREASED LOCALIZED,"188,658"
188,GASTRIC LYMPHOMA,741,CALCIUM SERUM DECREASED,"188,741"
188,GASTRIC LYMPHOMA,742,CALCIUM SERUM INCREASED,"188,742"
188,GASTRIC LYMPHOMA,786,CELIAC ANGIOGRAPHY PANCREAS ARTERY <IES> IRREGULAR NARROWING,"188,786"
188,GASTRIC LYMPHOMA,790,CELIAC ANGIOGRAPHY SPLENIC VEIN OCCLUSION,"188,790"
188,GASTRIC LYMPHOMA,824,CHEST PAIN LATERAL EXACERBATION WITH BREATHING,"188,824"
188,GASTRIC LYMPHOMA,825,CHEST PAIN LATERAL SHARP,"188,825"
188,GASTRIC LYMPHOMA,849,CHEST PERCUSSION DIAPHRAGM ELEVATED UNILATERAL,"188,849"
188,GASTRIC LYMPHOMA,852,CHEST PERCUSSION DIAPHRAGM MOVEMENT DECREASED UNILATERAL,"188,852"
188,GASTRIC LYMPHOMA,853,CHEST PERCUSSION DULL LOCALIZED,"188,853"
188,GASTRIC LYMPHOMA,871,CHEST XRAY DIAPHRAGM ELEVATED UNILATERAL,"188,871"
188,GASTRIC LYMPHOMA,875,CHEST XRAY ESOPHAGUS AIR FLUID LEVEL <S>,"188,875"
188,GASTRIC LYMPHOMA,893,CHEST XRAY LUNG FIELD <S> ABNORMAL,"188,893"
188,GASTRIC LYMPHOMA,902,CHEST XRAY PLATE LIKE DENSITY <IES>,"188,902"
188,GASTRIC LYMPHOMA,905,CHEST XRAY PLEURAL EFFUSION <S> SMALL,"188,905"
188,GASTRIC LYMPHOMA,930,CHLORIDE SERUM DECREASED,"188,930"
188,GASTRIC LYMPHOMA,933,CHOLANGIOGRAPHY COMMON DUCT AND INTRAHEPATIC DUCT <S> DILATED,"188,933"
188,GASTRIC LYMPHOMA,935,CHOLANGIOGRAPHY COMMON DUCT IRREGULAR NARROWING DISTAL,"188,935"
188,GASTRIC LYMPHOMA,937,CHOLANGIOGRAPHY COMMON DUCT ROUND FILLING DEFECT <S>,"188,937"
188,GASTRIC LYMPHOMA,950,CHOLECYSTECTOMY HX,"188,950"
188,GASTRIC LYMPHOMA,952,CHOLESTEROL SERUM DECREASED,"188,952"
188,GASTRIC LYMPHOMA,953,CHOLESTEROL SERUM INCREASED,"188,953"
188,GASTRIC LYMPHOMA,956,CHVOSTEK SIGN POSITIVE,"188,956"
188,GASTRIC LYMPHOMA,957,CIGARETTE SMOKING HX,"188,957"
188,GASTRIC LYMPHOMA,980,COLON BARIUM ENEMA FILLING DEFECT ILEOCECAL VALVE AREA,"188,980"
188,GASTRIC LYMPHOMA,982,COLON BARIUM ENEMA FILLING DEFECT RIGHT COLON <NON ILEOCECAL>,"188,982"
188,GASTRIC LYMPHOMA,985,COLON BARIUM ENEMA INTERNAL MARGIN <S> IRREGULAR,"188,985"
188,GASTRIC LYMPHOMA,989,COLON BARIUM ENEMA MULTIPLE NODULAR FILLING DEFECT <S>,"188,989"
188,GASTRIC LYMPHOMA,998,COLON BARIUM ENEMA THUMBPRINTING,"188,998"
188,GASTRIC LYMPHOMA,1001,COLON BARIUM ENEMA WALL THICKENED,"1,881,001"
188,GASTRIC LYMPHOMA,1005,COLONOSCOPY BIOPSY GRANULOMA <S> NON CASEATING,"1,881,005"
188,GASTRIC LYMPHOMA,1012,COLONOSCOPY MULTIPLE NODULAR FILLING DEFECT <S>,"1,881,012"
188,GASTRIC LYMPHOMA,1021,CONJUNCTIVA AND/OR MOUTH PALLOR,"1,881,021"
188,GASTRIC LYMPHOMA,1029,CONSTIPATION,"1,881,029"
188,GASTRIC LYMPHOMA,1032,CONTRACEPTIVE ORAL ADMINISTRATION PRIOR TO CURRENT ILLNESS HX,"1,881,032"
188,GASTRIC LYMPHOMA,1046,CORTICOSTEROID ADMINISTRATION PRIOR TO CURRENT ILLNESS HX,"1,881,046"
188,GASTRIC LYMPHOMA,1050,COUGH,"1,881,050"
188,GASTRIC LYMPHOMA,1120,CYTOTOXIC DRUG ADMINISTRATION PRIOR TO CURRENT ILLNESS HX,"1,881,120"
188,GASTRIC LYMPHOMA,1127,DEHYDRATION,"1,881,127"
188,GASTRIC LYMPHOMA,1144,DEPRESSION HX,"1,881,144"
188,GASTRIC LYMPHOMA,1150,DIARRHEA ACUTE,"1,881,150"
188,GASTRIC LYMPHOMA,1152,DIARRHEA CHRONIC,"1,881,152"
188,GASTRIC LYMPHOMA,1154,DIARRHEA INTERMITTENT,"1,881,154"
188,GASTRIC LYMPHOMA,4494,DIET RAW FISH INGESTION RECENT HX,"1,884,494"
188,GASTRIC LYMPHOMA,1172,DUODENAL BULB BARIUM MEAL DEFORMITY,"1,881,172"
188,GASTRIC LYMPHOMA,1173,DUODENAL BULB BARIUM MEAL ULCER CRATER <S>,"1,881,173"
188,GASTRIC LYMPHOMA,1177,DUODENUM BARIUM MEAL DISTAL ULCER CRATER <S>,"1,881,177"
188,GASTRIC LYMPHOMA,1180,DUODENUM BARIUM MEAL LOOP ENLARGED,"1,881,180"
188,GASTRIC LYMPHOMA,1181,DUODENUM BARIUM MEAL MUCOSAL FOLDS THICK FLAT IRREGULAR,"1,881,181"
188,GASTRIC LYMPHOMA,1185,DUODENUM ENDOSCOPY ULCER CRATER <S>,"1,881,185"
188,GASTRIC LYMPHOMA,1190,DYSPHAGIA LIQUID <S>,"1,881,190"
188,GASTRIC LYMPHOMA,1192,DYSPHAGIA SOLID <S>,"1,881,192"
188,GASTRIC LYMPHOMA,1196,DYSPNEA AT REST,"1,881,196"
188,GASTRIC LYMPHOMA,1254,EKG SINUS TACHYCARDIA,"1,881,254"
188,GASTRIC LYMPHOMA,1257,EKG ST SEGMENT DEPRESSION WITHOUT RECIPROCAL ELEVATION,"1,881,257"
188,GASTRIC LYMPHOMA,1264,EKG T WAVE <S> INVERTED,"1,881,264"
188,GASTRIC LYMPHOMA,1268,EKG VENTRICULAR PREMATURE CONTRACTION <S>,"1,881,268"
188,GASTRIC LYMPHOMA,1280,EMACIATION,"1,881,280"
188,GASTRIC LYMPHOMA,1300,ESOPHAGOSCOPY BIOPSY GRANULOMA <S> NON CASEATING,"1,881,300"
188,GASTRIC LYMPHOMA,1307,ESOPHAGOSCOPY DISTAL NARROWING,"1,881,307"
188,GASTRIC LYMPHOMA,1311,ESOPHAGOSCOPY INTRINSIC FILLING DEFECT,"1,881,311"
188,GASTRIC LYMPHOMA,1317,ESOPHAGOSCOPY STRICTURE,"1,881,317"
188,GASTRIC LYMPHOMA,1326,ESOPHAGUS BARIUM MEAL DILATATION,"1,881,326"
188,GASTRIC LYMPHOMA,1329,ESOPHAGUS BARIUM MEAL DISTAL NARROWING,"1,881,329"
188,GASTRIC LYMPHOMA,1333,ESOPHAGUS BARIUM MEAL INTRINSIC FILLING DEFECT,"1,881,333"
188,GASTRIC LYMPHOMA,1336,ESOPHAGUS BARIUM MEAL PERISTALSIS DECREASED,"1,881,336"
188,GASTRIC LYMPHOMA,1338,ESOPHAGUS BARIUM MEAL STRICTURE,"1,881,338"
188,GASTRIC LYMPHOMA,1341,ESOPHAGUS BARIUM SWALLOW ABNORMAL,"1,881,341"
188,GASTRIC LYMPHOMA,1351,ESTROGEN ADMINISTRATION PRIOR TO CURRENT ILLNESS HX,"1,881,351"
188,GASTRIC LYMPHOMA,1353,ETHNIC BACKGROUND AMERICAN INDIAN,"1,881,353"
188,GASTRIC LYMPHOMA,1372,EXTREMITY <IES> DRAINING SINUS <ES>,"1,881,372"
188,GASTRIC LYMPHOMA,1481,FACTOR VII PROCONVERTIN DECREASED,"1,881,481"
188,GASTRIC LYMPHOMA,1495,FECES BLACK TARRY,"1,881,495"
188,GASTRIC LYMPHOMA,1512,FECES GUAIAC TEST POSITIVE,"1,881,512"
188,GASTRIC LYMPHOMA,1516,FECES LIGHT COLORED,"1,881,516"
188,GASTRIC LYMPHOMA,1518,FECES MEAT FIBER <S> INCREASED,"1,881,518"
188,GASTRIC LYMPHOMA,1531,FEVER,"1,881,531"
188,GASTRIC LYMPHOMA,1534,FEVER INTERMITTENT,"1,881,534"
188,GASTRIC LYMPHOMA,1540,FINGER <S> CLUBBED,"1,881,540"
188,GASTRIC LYMPHOMA,1577,GALLBLADDER ORAL CHOLECYSTOGRAPHY NON VISUALIZED,"1,881,577"
188,GASTRIC LYMPHOMA,1580,GALLBLADDER PALPABLE,"1,881,580"
188,GASTRIC LYMPHOMA,1581,GASTRECTOMY HX,"1,881,581"
188,GASTRIC LYMPHOMA,1594,GLUCOSE PLASMA FASTING 130 TO 300,"1,881,594"
188,GASTRIC LYMPHOMA,1595,GLUCOSE PLASMA FASTING LESS THAN 45,"1,881,595"
188,GASTRIC LYMPHOMA,1603,GLYCOSURIA,"1,881,603"
188,GASTRIC LYMPHOMA,1887,HEMATEMESIS AFTER FORCEFUL VOMITING,"1,881,887"
188,GASTRIC LYMPHOMA,1888,HEMATEMESIS GROSS,"1,881,888"
188,GASTRIC LYMPHOMA,1889,HEMATEMESIS HX,"1,881,889"
188,GASTRIC LYMPHOMA,1890,HEMATOCRIT BLOOD GTR THAN 50,"1,881,890"
188,GASTRIC LYMPHOMA,1891,HEMATOCRIT BLOOD LESS THAN 35,"1,881,891"
188,GASTRIC LYMPHOMA,1892,HEMATOCRIT BLOOD RAPID DECREASE,"1,881,892"
188,GASTRIC LYMPHOMA,1896,HEMOGLOBIN BLOOD GTR THAN 17,"1,881,896"
188,GASTRIC LYMPHOMA,1897,HEMOGLOBIN BLOOD LESS THAN 12,"1,881,897"
188,GASTRIC LYMPHOMA,1904,HEMORRHAGE GASTROINTESTINAL ACUTE RECENT HX,"1,881,904"
188,GASTRIC LYMPHOMA,1910,HEPATOMEGALY PRESENT,"1,881,910"
188,GASTRIC LYMPHOMA,1914,HICCUPS,"1,881,914"
188,GASTRIC LYMPHOMA,1915,HIP <S> PAIN,"1,881,915"
188,GASTRIC LYMPHOMA,1916,HIP <S> XRAY FEMORAL HEAD ASEPTIC NECROSIS,"1,881,916"
188,GASTRIC LYMPHOMA,1960,IMMUNOELECTROPHORESIS SERUM IGE INCREASED,"1,881,960"
188,GASTRIC LYMPHOMA,1983,INTESTINE <SMALL> BIOPSY GRANULOMA <S> NON CASEATING,"1,881,983"
188,GASTRIC LYMPHOMA,2001,INTESTINE BARIUM MEAL FRAGMENTATION AND/OR MOULAGE SIGN,"1,882,001"
188,GASTRIC LYMPHOMA,2003,INTESTINE BARIUM MEAL MUCOSAL FOLDS THICK,"1,882,003"
188,GASTRIC LYMPHOMA,2004,INTESTINE BARIUM MEAL NODULAR FILLING DEFECT <S>,"1,882,004"
188,GASTRIC LYMPHOMA,2013,INTESTINE BARIUM MEAL WALL <S> THICKENED,"1,882,013"
188,GASTRIC LYMPHOMA,2014,INTESTINE RADIOISOTOPE SCAN NEGATIVE AFTER IV I131 ROSE BENGAL,"1,882,014"
188,GASTRIC LYMPHOMA,2026,JAUNDICE,"1,882,026"
188,GASTRIC LYMPHOMA,2027,JAUNDICE CHRONIC PERSISTENT HX,"1,882,027"
188,GASTRIC LYMPHOMA,2028,JAUNDICE FAMILY HX,"1,882,028"
188,GASTRIC LYMPHOMA,2029,JAUNDICE INTERMITTENT HX,"1,882,029"
188,GASTRIC LYMPHOMA,2039,JOINT <S> EFFUSION,"1,882,039"
188,GASTRIC LYMPHOMA,2040,JOINT <S> EXAM ABNORMAL,"1,882,040"
188,GASTRIC LYMPHOMA,2043,JOINT <S> INVOLVEMENT FIRST METATARSOPHALANGEAL,"1,882,043"
188,GASTRIC LYMPHOMA,2044,JOINT <S> INVOLVEMENT MONOARTICULAR,"1,882,044"
188,GASTRIC LYMPHOMA,2045,JOINT <S> INVOLVEMENT POLYARTICULAR ASYMMETRICAL,"1,882,045"
188,GASTRIC LYMPHOMA,2054,JOINT <S> PAIN SEVERE,"1,882,054"
188,GASTRIC LYMPHOMA,2058,JOINT <S> RANGE OF MOTION DECREASED,"1,882,058"
188,GASTRIC LYMPHOMA,2061,JOINT <S> TENDERNESS SWELLING REDNESS,"1,882,061"
188,GASTRIC LYMPHOMA,2069,JOINT <S> XRAY PERIARTICULAR OSTEOPOROSIS,"1,882,069"
188,GASTRIC LYMPHOMA,2097,JOINT FLUID NEUTROPHIL <S> PREDOMINANT,"1,882,097"
188,GASTRIC LYMPHOMA,2098,JOINT FLUID OBTAINED BY ASPIRATION,"1,882,098"
188,GASTRIC LYMPHOMA,2106,JOINT FLUID WBC 3000 TO 20000,"1,882,106"
188,GASTRIC LYMPHOMA,2108,JOINT FLUID WBC LESS THAN 3000,"1,882,108"
188,GASTRIC LYMPHOMA,2112,KETONE <S> PLASMA INCREASED,"1,882,112"
188,GASTRIC LYMPHOMA,2255,KNEE <S> PAIN,"1,882,255"
188,GASTRIC LYMPHOMA,2256,KVEIM TEST POSITIVE,"1,882,256"
188,GASTRIC LYMPHOMA,2270,LDH SERUM GTR THAN 200,"1,882,270"
188,GASTRIC LYMPHOMA,2363,LIPASE SERUM INCREASED,"1,882,363"
188,GASTRIC LYMPHOMA,2366,LIPOPROTEINEMIA TYPE IV,"1,882,366"
188,GASTRIC LYMPHOMA,2381,LIVER BIOPSY BILE DUCT <S> ECTASIA,"1,882,381"
188,GASTRIC LYMPHOMA,2382,LIVER BIOPSY BILE PLUGGING,"1,882,382"
188,GASTRIC LYMPHOMA,2417,LIVER BIOPSY PERIDUCTAL CONCENTRIC FIBROSIS,"1,882,417"
188,GASTRIC LYMPHOMA,2420,LIVER BIOPSY PERIPORTAL FIBROSIS MILD,"1,882,420"
188,GASTRIC LYMPHOMA,2432,LIVER BIOPSY SMALL BILE DUCT <S> PROLIFERATION,"1,882,432"
188,GASTRIC LYMPHOMA,2448,LIVER ENLARGED MODERATE,"1,882,448"
188,GASTRIC LYMPHOMA,2449,LIVER ENLARGED SLIGHT,"1,882,449"
188,GASTRIC LYMPHOMA,2460,LIVER TENDER ON PALPATION,"1,882,460"
188,GASTRIC LYMPHOMA,4117,LUNG <S> PERCUSSION AND/OR AUSCULTATION ABNORMAL,"1,884,117"
188,GASTRIC LYMPHOMA,4146,LUNG BIOPSY PULMONARY ARTERY BRANCH <ES> CONTAINING NEOPLASM,"1,884,146"
188,GASTRIC LYMPHOMA,2529,LYMPH NODE <S> ENLARGED,"1,882,529"
188,GASTRIC LYMPHOMA,2544,LYMPH NODE BIOPSY CARCINOMA CONTAINING MUCUS,"1,882,544"
188,GASTRIC LYMPHOMA,2567,LYMPH NODE BIOPSY MALIGNANT NEOPLASM <NON LYMPHOMA>,"1,882,567"
188,GASTRIC LYMPHOMA,2578,MAGNESIUM SERUM DECREASED,"1,882,578"
188,GASTRIC LYMPHOMA,2667,MUMPS RECENT HX,"1,882,667"
188,GASTRIC LYMPHOMA,2680,MUSCLE <S> MYOCLONIC JERK <S>,"1,882,680"
188,GASTRIC LYMPHOMA,2798,ONSET ABRUPT,"1,882,798"
188,GASTRIC LYMPHOMA,4495,ONSET WINTER OR SPRING SEASON,"1,884,495"
188,GASTRIC LYMPHOMA,2807,PANCREAS COMPUTERIZED TOMOGRAPHY ENLARGEMENT DIFFUSE,"1,882,807"
188,GASTRIC LYMPHOMA,2808,PANCREAS COMPUTERIZED TOMOGRAPHY ENLARGEMENT LOCALIZED TO BODY AND/OR TAIL,"1,882,808"
188,GASTRIC LYMPHOMA,2809,PANCREAS COMPUTERIZED TOMOGRAPHY ENLARGEMENT LOCALIZED TO HEAD,"1,882,809"
188,GASTRIC LYMPHOMA,2813,PANCREAS ULTRASONOGRAPHY DIFFUSE IRREGULAR ENLARGEMENT,"1,882,813"
188,GASTRIC LYMPHOMA,2814,PANCREAS ULTRASONOGRAPHY ENLARGEMENT DIFFUSE,"1,882,814"
188,GASTRIC LYMPHOMA,2815,PANCREAS ULTRASONOGRAPHY ENLARGEMENT LOCALIZED TO BODY AND/OR TAIL,"1,882,815"
188,GASTRIC LYMPHOMA,2816,PANCREAS ULTRASONOGRAPHY ENLARGEMENT LOCALIZED TO HEAD,"1,882,816"
188,GASTRIC LYMPHOMA,2817,PANCREATITIS ACUTE HX,"1,882,817"
188,GASTRIC LYMPHOMA,2819,PANCREATOGRAPHY RETROGRADE DUCT <S> CALCULI,"1,882,819"
188,GASTRIC LYMPHOMA,2820,PANCREATOGRAPHY RETROGRADE DUCT <S> DIFFUSE DILATATION WITHOUT OBSTRUCTION,"1,882,820"
188,GASTRIC LYMPHOMA,2821,PANCREATOGRAPHY RETROGRADE DUCT <S> DIFFUSE NARROWING,"1,882,821"
188,GASTRIC LYMPHOMA,2822,PANCREATOGRAPHY RETROGRADE DUCT <S> MULTIPLE AREA <S> OF STENOSIS AND DILATATION,"1,882,822"
188,GASTRIC LYMPHOMA,2823,PANCREATOGRAPHY RETROGRADE DUCT <S> MULTIPLE CYSTIC AREA <S>,"1,882,823"
188,GASTRIC LYMPHOMA,2824,PANCREATOGRAPHY RETROGRADE MAIN DUCT OR BRANCH <ES> COMPLETE OBSTRUCTION,"1,882,824"
188,GASTRIC LYMPHOMA,2825,PANCREATOGRAPHY RETROGRADE MAIN DUCT OR BRANCH <ES> SINGLE AREA OF STENOSIS WITH PROXIMAL DILATATION,"1,882,825"
188,GASTRIC LYMPHOMA,4496,PASSAGE OF WHITE ROUNDWORM <S> FROM MOUTH AND/OR NARES HX,"1,884,496"
188,GASTRIC LYMPHOMA,2898,PERITONEAL ASPIRATE ABUNDANT NEUTROPHIL <S>,"1,882,898"
188,GASTRIC LYMPHOMA,2899,PERITONEAL ASPIRATE AMYLASE INCREASED,"1,882,899"
188,GASTRIC LYMPHOMA,2901,PERITONEAL ASPIRATE BLOODY,"1,882,901"
188,GASTRIC LYMPHOMA,2905,PERITONEAL ASPIRATE OBTAINED,"1,882,905"
188,GASTRIC LYMPHOMA,2921,PH BLOOD ARTERIAL GTR THAN 7:5,"1,882,921"
188,GASTRIC LYMPHOMA,2923,PH URINE GTR THAN 7,"1,882,923"
188,GASTRIC LYMPHOMA,2953,PLEURA BIOPSY MALIGNANT NEOPLASM,"1,882,953"
188,GASTRIC LYMPHOMA,2956,PLEURAL FLUID AMYLASE INCREASED,"1,882,956"
188,GASTRIC LYMPHOMA,2979,PLEURAL FLUID MALIGNANT NEOPLASTIC CELL <S>,"1,882,979"
188,GASTRIC LYMPHOMA,2988,PLEURAL FLUID NEUTROPHIL <S> PREDOMINANT,"1,882,988"
188,GASTRIC LYMPHOMA,2989,PLEURAL FLUID OBTAINED BY THORACENTESIS,"1,882,989"
188,GASTRIC LYMPHOMA,3000,PLEURAL FRICTION RUB,"1,883,000"
188,GASTRIC LYMPHOMA,3010,POLYDIPSIA HX,"1,883,010"
188,GASTRIC LYMPHOMA,3013,POLYURIA HX,"1,883,013"
188,GASTRIC LYMPHOMA,3028,POSTURE JACKNIFE POSITION,"1,883,028"
188,GASTRIC LYMPHOMA,3032,POTASSIUM SERUM DECREASED,"1,883,032"
188,GASTRIC LYMPHOMA,3060,PRESSURE ARTERIAL SYSTOLIC 90 TO 110,"1,883,060"
188,GASTRIC LYMPHOMA,3084,PROTEINURIA,"1,883,084"
188,GASTRIC LYMPHOMA,3088,PROTHROMBIN TIME INCREASED,"1,883,088"
188,GASTRIC LYMPHOMA,1360,RACE ASIAN <ORIENTAL>,"1,881,360"
188,GASTRIC LYMPHOMA,3127,RACE BLACK <NEGRO>,"1,883,127"
188,GASTRIC LYMPHOMA,3128,RACE WHITE <CAUCASIAN>,"1,883,128"
188,GASTRIC LYMPHOMA,3134,RALES LOCALIZED,"1,883,134"
188,GASTRIC LYMPHOMA,3188,RECTUM BIOPSY GRANULOMA <S> NON CASEATING,"1,883,188"
188,GASTRIC LYMPHOMA,3211,REGURGITATION SOUR,"1,883,211"
188,GASTRIC LYMPHOMA,3285,SECRETIN TEST FOR EXOCRINE PANCREATIC SECRETION POSITIVE,"1,883,285"
188,GASTRIC LYMPHOMA,3309,SERUM ALANINE AMINOTRANSFERASE <SGPT> 200 TO 600,"1,883,309"
188,GASTRIC LYMPHOMA,3310,SERUM ALANINE AMINOTRANSFERASE <SGPT> 40 TO 199,"1,883,310"
188,GASTRIC LYMPHOMA,3306,SERUM ASPARTATE AMINOTRANSFERASE <SGOT> 120 TO 400,"1,883,306"
188,GASTRIC LYMPHOMA,3307,SERUM ASPARTATE AMINOTRANSFERASE <SGOT> 40 TO 119,"1,883,307"
188,GASTRIC LYMPHOMA,3304,SEX FEMALE,"1,883,304"
188,GASTRIC LYMPHOMA,3305,SEX MALE,"1,883,305"
188,GASTRIC LYMPHOMA,3313,SHOULDER PAIN LEFT,"1,883,313"
188,GASTRIC LYMPHOMA,3314,SHOULDER PAIN RIGHT,"1,883,314"
188,GASTRIC LYMPHOMA,3316,SHOULDER XRAY HUMERUS ASEPTIC NECROSIS HEAD,"1,883,316"
188,GASTRIC LYMPHOMA,3349,SKIN BIOPSY FAT NECROSIS,"1,883,349"
188,GASTRIC LYMPHOMA,3361,SKIN BIOPSY SUBCUTANEOUS FAT LOBULAR INFLAMMATION <INTRALOBULAR>,"1,883,361"
188,GASTRIC LYMPHOMA,3379,SKIN ECCHYMOSIS LEFT FLANK ONLY,"1,883,379"
188,GASTRIC LYMPHOMA,3404,SKIN LESION <S> PRESENT,"1,883,404"
188,GASTRIC LYMPHOMA,3444,SKIN NODE <S> ANTERIOR THIGH <S> OR GLUTEAL AREA <S>,"1,883,444"
188,GASTRIC LYMPHOMA,3447,SKIN NODE <S> TENDER RED RAISED,"1,883,447"
188,GASTRIC LYMPHOMA,3448,SKIN PALLOR GENERALIZED,"1,883,448"
188,GASTRIC LYMPHOMA,3459,SKIN PRURITUS,"1,883,459"
188,GASTRIC LYMPHOMA,3465,SKIN PURPURA OR ECCHYMOSIS,"1,883,465"
188,GASTRIC LYMPHOMA,3487,SKIN SUBCUTANEOUS NODULE <S>,"1,883,487"
188,GASTRIC LYMPHOMA,3493,SKIN SWEATING INCREASED GENERALIZED,"1,883,493"
188,GASTRIC LYMPHOMA,3496,SKIN TEST BATTERY NON REACTIVE,"1,883,496"
188,GASTRIC LYMPHOMA,3501,SKIN URTICARIA,"1,883,501"
188,GASTRIC LYMPHOMA,3503,SKIN VITILIGO,"1,883,503"
188,GASTRIC LYMPHOMA,3539,SODIUM SERUM DECREASED,"1,883,539"
188,GASTRIC LYMPHOMA,3615,SPLENOMEGALY MODERATE,"1,883,615"
188,GASTRIC LYMPHOMA,3616,SPLENOMEGALY PRESENT,"1,883,616"
188,GASTRIC LYMPHOMA,3617,SPLENOMEGALY SLIGHT,"1,883,617"
188,GASTRIC LYMPHOMA,3688,STOMACH ACIDITY AFTER PENTAGASTRIN 30 TO 40 MEQ PER HOUR,"1,883,688"
188,GASTRIC LYMPHOMA,3689,STOMACH ACIDITY AFTER PENTAGASTRIN GTR THAN 40 MEQ PER HOUR,"1,883,689"
188,GASTRIC LYMPHOMA,3690,STOMACH ACIDITY AFTER PENTAGASTRIN PH GTR THAN 6,"1,883,690"
188,GASTRIC LYMPHOMA,3691,STOMACH ACIDITY BASAL OUTPUT GTR THAN 15 MEQ PER HOUR,"1,883,691"
188,GASTRIC LYMPHOMA,3697,STOMACH ASPIRATE GASTRIC RETENTION,"1,883,697"
188,GASTRIC LYMPHOMA,3698,STOMACH ASPIRATE GROSS BLOOD,"1,883,698"
188,GASTRIC LYMPHOMA,3696,STOMACH ASPIRATE MALIGNANT NEOPLASTIC CELL <S>,"1,883,696"
188,GASTRIC LYMPHOMA,3699,STOMACH BARIUM MEAL DEFORMITY ANTRUM,"1,883,699"
188,GASTRIC LYMPHOMA,3700,STOMACH BARIUM MEAL DILATED ATONIC,"1,883,700"
188,GASTRIC LYMPHOMA,3703,STOMACH BARIUM MEAL FILLING DEFECT,"1,883,703"
188,GASTRIC LYMPHOMA,3704,STOMACH BARIUM MEAL GASTRIC RETENTION,"1,883,704"
188,GASTRIC LYMPHOMA,3706,STOMACH BARIUM MEAL GASTRIC WALL RIGID,"1,883,706"
188,GASTRIC LYMPHOMA,3710,STOMACH BARIUM MEAL PYLORIC OBSTRUCTION,"1,883,710"
188,GASTRIC LYMPHOMA,3711,STOMACH BARIUM MEAL RUGAE ENLARGED,"1,883,711"
188,GASTRIC LYMPHOMA,3712,STOMACH BARIUM MEAL ULCER CRATER <S>,"1,883,712"
188,GASTRIC LYMPHOMA,3713,STOMACH BARIUM MEAL ULCER CRATER <S> DEEP,"1,883,713"
188,GASTRIC LYMPHOMA,4499,STOMACH ENDOSCOPY BIOPSY ANISAKIS LARVAE PRESENT,"1,884,499"
188,GASTRIC LYMPHOMA,3715,STOMACH ENDOSCOPY BIOPSY CARCINOMA,"1,883,715"
188,GASTRIC LYMPHOMA,3716,STOMACH ENDOSCOPY BIOPSY GRANULOMA <S> NON CASEATING,"1,883,716"
188,GASTRIC LYMPHOMA,3717,STOMACH ENDOSCOPY BIOPSY LYMPHOMA,"1,883,717"
188,GASTRIC LYMPHOMA,3718,STOMACH ENDOSCOPY BIOPSY MUCOSA INFILTRATION WITH EOSINOPHIL <S>,"1,883,718"
188,GASTRIC LYMPHOMA,3720,STOMACH ENDOSCOPY DIFFUSE INFLAMMATION,"1,883,720"
